0.041532 	 1.000000 	 
0.022699 	 1.000000 	 
0.005771 	 1.000000 	 
0.068371 	 1.000000 	 
0.049372 	 1.000000 	 
0.000316 	 1.000000 	 
0.016071 	 1.000000 	 
0.023545 	 1.000000 	 
0.016482 	 1.000000 	 
0.000190 	 1.000000 	 
0.011295 	 1.000000 	 
0.018017 	 1.000000 	 
0.005931 	 1.000000 	 
0.000195 	 1.000000 	 
0.012549 	 1.000000 	 
0.000239 	 1.000000 	 
0.000147 	 1.000000 	 
0.009846 	 1.000000 	 
0.020421 	 1.000000 	 
0.007913 	 1.000000 	 
0.008116 	 1.000000 	 
0.006847 	 1.000000 	 
0.008000 	 1.000000 	 
0.006513 	 1.000000 	 
2.521991 	 1.000000 	 
0.011807 	 1.000000 	 
0.000191 	 1.000000 	 
34.725373 	 0.000000 	 
0.008262 	 1.000000 	 
0.014211 	 1.000000 	 
